compound index,SMILES,PMID,animal type,gender,animal weight (g),injection dosage (μCi),logBB at60min,brain at60min,blood at60min,liver at60min,lung at60min,kidney at60min,muscle at60min,spleen at60min,intestine at60min,bone at60min,stomach at60min,uterus at60min,heart at60min,fat at60min,pancreas at60min,ref No,DOI
43809-11C8,CSc1ccc(C(=O)C2CCN([C@@H]3Cc4ccccc4C[C@H]3O)CC2)cc1,30071131,SD rat,male,190.0,100.0,0.41,0.15,0.1,3.56,0.64,1.05,0.15,0.6,,,,,0.22,0.43,0.94,43809,10.1002/cmdc.201800411
43809-18F14a,O=C(c1ccc(SCCF)cc1)C1CCN([C@@H]2Cc3ccccc3C[C@H]2O)CC1,30071131,SD rat,male,190.0,100.0,0.81,0.45,0.2,2.44,0.92,1.18,0.19,0.87,,1.69,,,0.32,0.32,1.37,43809,10.1002/cmdc.201800411
43813-18FFPBZA,CCN(CC)CCNC(=O)c1ccc(OCCOCCOCCF)cc1,25254219,C57BL/6 mouse,male,20.0,100.0,-0.34,2.07,2.91,2.67,2.37,3.44,1.87,2.37,2.4,2.93,2.11,,2.9,,2.09,43813,10.1155/2014/912498
43838-18FFBPG,N[C@@H](CCC(=O)Nc1ccc(-c2ccc(F)cc2)cc1)C(=O)O,32447069,swiss mouse,male,30.0,135.0,-2.41,0.38,4.24,4.44,3.75,14.46,0.48,2.07,11.67,0.67,0.85,,1.5,1.21,,43838,10.1016/j.nucmedbio.2020.03.006
43838-18FFPG,N[C@@H](CCC(=O)Nc1ccc(F)cc1)C(=O)O,32447069,swiss mouse,male,30.0,135.0,-0.64,1.35,2.56,4.14,2.17,4.66,1.72,1.61,4.85,2.39,1.57,,11.13,1.02,,43838,10.1016/j.nucmedbio.2020.03.006
43846-123I-CMICE-013A,COc1cc2c(cc1OC)C1C(=O)c3ccc4c(c3OC1CO2)C[C@H]([C@](C)(I)CO)O4,24630696,SD rat,male,350.0,949.0,,,,,,,,,,,,,,,,43846,10.1016/j.bmc.2014.02.052
43846-123I-CMICE-013B,COc1cc2c(cc1OC)C1C(=O)c3ccc4c(c3OC1CO2)C[C@H]([C@](C)(CO)CI)O4,24630696,SD rat,male,350.0,500.0,,,,,,,,,,,,,,,,43846,10.1016/j.bmc.2014.02.052
43846-123I-CMICE-013C,COc1cc2c(cc1OC)C1C(=O)c3ccc4c(c3OC1CO2)CC([C@](C)(O)CI)O4,24630696,SD rat,male,350.0,1050.0,,,,,,,,,,,,,,,,43846,10.1016/j.bmc.2014.02.052
43846-123I-CMICE-013D,COc1cc2c(cc1OC)C1C(=O)c3ccc4c(c3OC1CO2)C[C@H]([C@@](C)(O)CI)O4,24630696,SD rat,male,350.0,2100.0,,,,,,,,,,,,,,,,43846,10.1016/j.bmc.2014.02.052
43918-125I13,CNc1ccc(/C=C2\Nc3ccc(I)cc3C2=O)cc1,22832319,mouse,,,0.14,-2.14,0.23,1.95,6.26,,10.01,,7.75,9.86,,2.92,,2.65,,1.4,43918,10.1016/j.bmcl.2012.06.086
43918-125I14,CN(C)c1ccc(/C=C2\Nc3ccc(I)cc3C2=O)cc1,22832319,mouse,,,0.14,-1.82,0.36,2.23,8.9,,7.55,,2.17,10.7,,3.8,,2.11,,0.94,43918,10.1016/j.bmcl.2012.06.086
43918-125I6,CN(C)c1ccc(/C=C2\C(=O)Nc3ccc(I)cc32)cc1,22832319,mouse,,,0.14,-0.45,0.44,0.69,6.89,,2.51,,0.66,12.11,,3.57,,0.61,,0.6,43918,10.1016/j.bmcl.2012.06.086
43929-18F-ML-8,CC(CCCF)(C(=O)O)C(=O)O,25977920,Kunming mouse,female,20.0,30.0,-2.34,0.1,1.04,1.21,0.77,3.29,0.39,0.38,0.41,6.71,0.4,,0.64,,0.47,43929,10.1155/2015/317403
43952-18F12b,OCc1cn(Cc2ccc(-c3noc(-c4ccc(OCCF)c(C(F)(F)F)c4)n3)cc2)nn1,29604582,Lewis rat,female,130.0,59.4,0.68,0.71,0.36,4.21,1.67,1.91,0.51,1.27,,0.45,,,1.05,0.69,1.52,43952,10.1016/j.ejmech.2018.03.035
44029-11CIva,CCC(C)(N)C(=O)O,26259115,BALB/c mouse,male,20.0,300.0,-1.63,1.07,5.45,4.85,3.95,21.86,1.41,4.76,4.53,2.56,9.46,,3.08,,50.06,44029,10.1097/mnm.0000000000000364
44107-18F-1b,NCC(CC(=O)O)c1ccc(Cl)c(OCc2ccnc(F)c2)c1,29498831,CD-1 mouse,male,28.0,100.0,,0.12,,,,,,,,,,,,,,44107,10.1021/acschemneuro.8b00038
44142-11C-D-1MTrp,Cn1cc(C[C@@H](N)C(=O)O)c2ccccc21,26552594,SD rat,male,200.0,481.0,-0.76,0.15,0.32,0.37,0.28,1.16,0.33,0.32,0.32,,,,0.3,,1.03,44142,10.1038/srep16417
44142-11C-L-1MTrp,Cn1cc(C[C@H](N)C(=O)O)c2ccccc21,26552594,SD rat,male,200.0,481.0,-0.48,0.31,0.5,0.54,0.43,0.74,0.45,0.48,0.46,,,,0.47,,2.27,44142,10.1038/srep16417
44146-18F-SMBT-1,Cc1ccc(-c2ccc3cc(OC[C@H](O)CF)ccc3n2)cn1,32646880,ICR mouse,male,36.0,524.4,-0.34,0.2,0.28,1.35,0.22,0.29,0.23,0.16,37.69,0.66,2.48,,0.21,,,44146,10.2967/jnumed.120.244400
44167-11C-3,CCc1cc2cc(C(=O)[C@H]3CC[C@@H](OC)CC3)ccc2nc1C,22927303,SD rat,male,200.0,300.0,-0.5,0.12,0.2,,,,,,,,,,,,,44167,10.1002/syn.21606
44167-11C-4,CCc1cc2cc(C(=O)[C@H]3CC[C@@H](OC)CC3)ccc2nc1F,22927303,SD rat,male,200.0,300.0,-0.01,0.07,0.07,,,,,,,,,,,,,44167,10.1002/syn.21606
44236-11C-PBB3,CNc1ccc(/C=C/C=C/c2nc3ccc(O)cc3s2)cn1,24963128,ddY mouse,male,35.2,43.2,-1.39,0.03,0.12,0.88,0.21,0.3,0.04,0.07,3.57,,,,0.06,,,44236,10.2967/jnumed.114.139550
44241-18F-FBnTP,Fc1ccc(C[P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,31147403,SD rat,,408.0,167.4,0.41,0.03,0.02,3.59,1.63,25.81,0.34,2.49,,,,,6.75,,,44241,10.2967/jnumed.119.226787
44241-18F-Mitophos,Cc1cc(C)cc([P+](CCc2cn(CCF)nn2)(c2cc(C)cc(C)c2)c2cc(C)cc(C)c2)c1,31147403,SD rat,,408.0,167.4,0.92,0.05,0.02,0.46,1.37,18.64,0.22,4.23,,,,,5.17,,,44241,10.2967/jnumed.119.226787
44270-125I-4e,COc1ccc(/C=C/C(=O)/C=C/c2cccc(I)c2)cc1,28841047,ICR mouse,male,28.0,2.0,-1.81,0.65,3.96,4.21,3.56,5.61,,2.43,,,,,2.25,,,44270,10.4155/fmc-2017-0079
44286-18F-AV-133,COc1cc2c(cc1OCCCF)CCN1C[C@@H](CC(C)C)[C@H](O)C[C@H]21,24706374,SD rat,male,200.0,175.7,1.24,0.35,0.1,,,,,,,,,,,,,44286,10.1208/s12248-014-9584-9
44311-18F,N#C[C@@H]1CC(F)(F)CN1C(=O)CNC(=O)c1ccnc2ccc(OCCCN3CCN(Cc4cn([C@@H]5OC(CF)[C@@H](O)[C@H](O)C5O)nn4)CC3)cc12,32332144,CD-1 mouse,female,30.0,40.5,-3.09,0.05,1.1,2.2,0.8,1.5,1.2,0.5,6.4,3.4,,,0.7,,,44311,10.2967/jnumed.120.242958
44320-125I-8,COCCOc1ccc2c(c1)ncn2-c1ccc2c(I)ccc(N3CCNCC3)c2n1,30563725,BALB/c mouse,,15.0,2.0,-0.75,0.28,0.59,9.04,7.53,6.99,0.55,4.94,28.11,0.84,1.27,,1.22,,4.75,44320,10.1016/j.bmc.2018.12.016
44347-125ISBIM-1,Nc1ccc(/C=C/c2nc3ccc(I)cc3[nH]2)cc1,23601814,ddY mouse,male,25.0,0.44,-2.34,0.12,1.24,15.6,1.44,3.25,,2.46,27.4,,4.37,,1.13,,1.43,44347,10.1016/j.bmc.2013.02.054
44347-125ISBIM-2,CNc1ccc(/C=C/c2nc3ccc(I)cc3[nH]2)cc1,23601814,ddY mouse,male,25.0,0.44,-2.28,0.14,1.37,11.0,1.32,2.02,,1.74,30.0,,2.97,,0.74,,0.51,44347,10.1016/j.bmc.2013.02.054
44347-125ISBIM-3,CN(C)c1ccc(/C=C/c2nc3ccc(I)cc3[nH]2)cc1,23601814,ddY mouse,male,25.0,0.44,-1.36,0.33,1.28,10.1,1.39,2.26,,1.42,26.5,,3.56,,1.12,,0.89,44347,10.1016/j.bmc.2013.02.054
44356-125I-11,N#Cc1ccc(N(Cc2ccc(I)cc2)n2ccnc2)cc1,27690428,SD rat,,235.0,10.0,-0.54,0.14,0.24,7.47,0.28,0.59,0.12,0.18,0.57,,4.9,,0.23,,0.37,44356,10.1021/acs.jmedchem.6b00849
44356-125I-5,N#Cc1ccc(N(Cc2ccc(I)cc2)n2cnnc2)cc1,27690428,SD rat,,235.0,10.0,-0.5,0.26,0.43,2.77,0.49,0.81,0.29,0.38,0.49,,10.12,,0.57,,0.67,44356,10.1021/acs.jmedchem.6b00849
44356-125I-8,N#Cc1ccc(N(Cc2ccc(I)cc2)c2cncnc2)cc1,27690428,SD rat,,235.0,10.0,-1.68,0.08,0.43,0.99,0.26,0.6,0.14,0.15,0.86,,4.86,,0.21,,0.52,44356,10.1021/acs.jmedchem.6b00849
44385-18F-D6-FP-DTBZ,COc1cc2c(cc1OC(C)(C)C(C)(C)C(C)(C)F)CCN1C[C@@H](CC(C)C)[C@H](O)C[C@H]21,29306111,SD rat,male,,20.0,2.23,1.03,0.11,3.19,0.49,0.66,0.11,0.66,,0.47,,,0.26,,5.01,44385,10.1016/j.nucmedbio.2017.11.009
44385-18F-FP-DTBZ,COc1cc2c(cc1OCCCF)CCN1C[C@@H](CC(C)C)[C@H](O)C[C@H]21,29306111,SD rat,male,,20.0,2.07,0.95,0.12,2.59,0.41,0.63,0.1,0.5,,1.13,,,0.22,,4.48,44385,10.1016/j.nucmedbio.2017.11.009
44396-11C-KB631,CN1CCc2c(n(Cc3ccc(C(=O)NO)cc3)c3ccccc23)C1,31421440,NMRI mouse,,35.0,148.5,-1.1,0.29,0.86,7.43,2.29,4.0,0.57,0.86,,0.57,,,0.86,,1.71,44396,10.1016/j.nucmedbio.2019.05.004
44409-124I-HZ271-1,Ic1cc(CNCc2ccccn2)ccc1CN1CCCNCCNCCCNCC1,32239371,Foxn1nu mouse,female,,200.0,,,,,,,,,,,,,,,,44409,10.1007/s11307-020-01480-1
44409-76Br-HZ270-1,Brc1cc(CNCc2ccccn2)ccc1CN1CCCNCCNCCCNCC1,32239371,Foxn1nu mouse,female,,200.0,,,,,,,,,,,,,,,,44409,10.1007/s11307-020-01480-1
44409-76Br-HZ270-2,Brc1cc(CN2CCCNCCNCCCNCC2)ccc1CNCc1ccccn1,32239371,Foxn1nu mouse,female,,200.0,,,,,,,,,,,,,,,,44409,10.1007/s11307-020-01480-1
44445-11C-TZ3321,Cc1ccccc1-c1ccc(-c2nc(-c3ccc(CN(C)CCC(=O)O)c(F)c3)no2)cc1C(F)(F)F,26843200,C57BL/6 mouse,male,25.0,50.0,1.25,7.09,2.04,68.83,11.77,47.74,1.35,3.26,,,,,3.14,0.92,4.23,44445,10.1007/s12350-015-0391-1
44456-FPTP-P2,CC(C)(C)n1ncc(OCc2cccc(Cn3cc(OCCOCCF)nn3)n2)c(Cl)c1=O,25529021,Kunming mouse,,19.0,5.0,,,5.13,4.58,8.69,4.68,4.3,4.01,,6.75,,,5.21,,,44456,10.1111/cbdd.12499
44456-FPTP-P3,CC(C)(C)n1ncc(OCc2cccc(Cn3cc(OCCOCCOCCF)nn3)n2)c(Cl)c1=O,25529021,Kunming mouse,,19.0,5.0,,,4.61,3.66,4.03,3.81,3.27,4.49,,8.7,,,4.79,,,44456,10.1111/cbdd.12499
44456-FPTP2,CC(C)(C)n1ncc(OCc2cccc(Cn3cc(CCF)nn3)n2)c(Cl)c1=O,25529021,Kunming mouse,,19.0,5.0,,,0.54,10.07,1.44,9.36,9.34,2.2,,3.01,,,20.09,,,44456,10.1111/cbdd.12499
44467-18F,CC(=O)N(Cc1ccccc1OCF)c1cnccc1Oc1ccccc1,30122224,ICR mouse,male,28.0,20.0,-0.16,0.41,0.48,0.94,4.7,10.44,2.31,6.18,3.27,3.7,2.12,,3.08,,,44467,10.1016/j.bmcl.2018.07.011
44470-+125I-OIDV,O[C@H]1C[C@@H]2CCCC[C@H]2C[C@@H]1N1CCC(c2ccccc2I)CC1,26752172,SD rat,male,275.0,5.0,1.85,0.32,0.05,1.94,1.32,1.47,,1.99,1.6,,0.29,,0.27,,2.81,44470,10.1371/journal.pone.0146719
44470-125I-OIDV,O[C@@H]1C[C@H]2CCCC[C@@H]2C[C@H]1N1CCC(c2ccccc2I)CC1,26752172,SD rat,male,275.0,5.0,2.51,0.49,0.04,2.19,1.54,2.21,,0.91,1.85,,0.24,,0.25,,4.21,44470,10.1371/journal.pone.0146719
44490- 11COMDV,Cc1ccccc1C1CCN(C2C[C@H]3CCCC[C@@H]3CC2O)CC1,26608176,SD rat,male,275.0,1917.0,2.58,0.39,0.03,2.01,0.82,1.52,,0.89,2.23,,0.43,,0.17,,3.01,44490,10.1007/s12149-015-1039-6
44550-18F-WC-98,COc1ccc(CN2C(=O)C(=O)c3cc(S(=O)(=O)N4CCC[C@H]4COc4ccccc4)ccc32)cc1,22033021,BALB/c mouse,female,19.0,526.5,,,,,,,,,,,,,,,,44550,10.1016/j.nucmedbio.2011.08.001
44550-18F-WC-IV-3,O=C1C(=O)C(Cc2ccc(OCCF)cc2)c2ccc(S(=O)(=O)N3CC[C@H]3COc3ccccc3)cc21,22033021,BALB/c mouse,female,19.0,440.1,-0.83,0.7,1.6,2.2,1.4,1.2,0.8,1.4,,1.2,,,0.9,0.5,,44550,10.1016/j.nucmedbio.2011.08.001
44550-18F-WC-ll-89,C.O=C1C(=O)N(Cc2ccc(OCCF)cc2)c2ccc(S(=O)(=O)N3CCC[C@H]3COc3ccccc3)cc21,22033021,BALB/c mouse,female,19.0,310.5,-0.69,0.4,0.8,2.1,1.0,1.0,0.7,0.8,,0.9,,,0.7,0.9,,44550,10.1016/j.nucmedbio.2011.08.001
44552-11C4,CC(C)Nc1cc(-c2csc(N(C)C(=O)c3ccc(Cl)cc3)n2)ncn1,25602363,C57BL/6 mouse,male,23.0,47.92,2.05,4.05,0.52,3.68,0.76,1.67,0.4,0.78,2.16,0.29,19.32,,0.54,,1.62,44552,10.1021/jm501845n
44552-11C5,CC(C)Nc1cc(-c2csc(N(C)C(=O)c3ccc(Br)cc3)n2)ncn1,25602363,C57BL/6 mouse,male,23.0,47.92,0.86,2.32,0.98,3.52,0.85,1.83,0.99,0.79,2.21,0.42,12.65,,0.58,,1.5,44552,10.1021/jm501845n
44552-11C6,CC(C)Nc1cc(-c2csc(N(C)C(=O)c3ccc(I)cc3)n2)ncn1,25602363,C57BL/6 mouse,male,23.0,47.92,-0.41,0.73,1.1,4.01,1.1,2.03,1.01,0.89,2.11,0.48,8.21,,0.81,,2.44,44552,10.1021/jm501845n
44554-D-2-18F-FAMP,C[C@@](N)(Cc1ccccc1F)C(=O)O,32144655,BALB/c mouse,,20.0,5.4,,,1.12,1.21,1.25,3.57,1.69,1.68,1.33,,1.02,,1.59,,5.09,44554,10.1007/s12149-020-01452-z
44554-L-2-18F-FAMP,C[C@](N)(Cc1ccccc1F)C(=O)O,32144655,BALB/c mouse,,20.0,5.4,,,3.27,3.27,3.31,8.3,3.11,4.17,2.72,,4.02,,3.63,,31.5,44554,10.1007/s12149-020-01452-z
44565-18F,CCCN(CCC)C(=O)Cc1c(-c2ccc(OCCF)cc2)nc2c(Cl)cc(Cl)cn12,26853260,ICR mouse,male,28.0,20.0,0.05,0.63,0.6,6.8,17.69,14.55,1.52,14.24,2.61,1.41,0.98,,10.47,,,44565,10.1038/srep20422
44593-16a-18FFES,C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](F)[C@H]3[C@@H]1CC[C@@H]2O,27289329,ddY mouse,female,25.0,5.4,,,,,,,,,,,,,,,,44593,10.1016/j.nucmedbio.2016.05.008
44593-C1-7a-18FFES,C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CF)[C@H]3[C@@H]1CC[C@@H]2O,27289329,ddY mouse,female,25.0,5.4,,,,,,,,,,,,,,,,44593,10.1016/j.nucmedbio.2016.05.008
44593-C2-7a-18FFES,C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCF)[C@H]3[C@@H]1CC[C@@H]2O,27289329,ddY mouse,female,25.0,5.4,,,,,,,,,,,,,,,,44593,10.1016/j.nucmedbio.2016.05.008
44593-C3-7a-18FFES,C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCF)[C@H]3[C@@H]1CC[C@@H]2O,27289329,ddY mouse,female,25.0,5.4,,,,,,,,,,,,,,,,44593,10.1016/j.nucmedbio.2016.05.008
44593-C4-7a-18FFES,C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCF)[C@H]3[C@@H]1CC[C@@H]2O,27289329,ddY mouse,female,25.0,5.4,,,,,,,,,,,,,,,,44593,10.1016/j.nucmedbio.2016.05.008
44593-C6-7a-18FFES,C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCF)[C@H]3[C@@H]1CC[C@@H]2O,27289329,ddY mouse,female,25.0,5.4,,,,,,,,,,,,,,,,44593,10.1016/j.nucmedbio.2016.05.008
44678-18F-FPAMT,CC(N)(Cc1ccc(OCCCF)cc1)C(=O)O,23936803,Fischer rat,female,162.0,500.0,,,,,,,,,,,,,,,,44678,10.1155/2013/460619
44681-18F-FBHGal,O=C(NCCCCCCOC1OC(CO)[C@H](O)C(O)[C@@H]1O)c1ccc(F)cc1,23321012,C57BL/6 mouse,male,23.0,100.0,,,,,,,,,,,,,,,,44681,10.1016/j.bmc.2012.12.022
44708-131I-SSD,O=C(O)c1cc(I)cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)c1,34314572,Swiss Albino mouse,male,43.0,1.89,-1.07,1.1,3.2,27.8,1.1,3.2,1.1,0.9,13.48,1.0,1.0,,1.0,,,44708,10.1111/cbdd.13929
44717-4-11C-MBZA,CCN(CC)CCNC(=O)c1ccc(OC)cc1,27980051,C57BL/6 mouse,male,24.0,405.0,0.13,1.08,0.95,4.77,0.81,3.09,,1.37,2.65,0.8,,,0.83,,4.62,44717,10.2967/jnumed.116.184564
44738-18F1a,COc1ccc(Nc2nc(Nc3cc(OC)c(OCCF)c(OC)c3)ncc2Br)cc1,28109944,ICR mouse,female,23.0,10.0,0.65,1.86,0.97,3.45,3.85,3.2,1.37,1.93,1.6,2.24,1.77,,1.09,,,44738,10.1016/j.ejmech.2017.01.015
44738-18F2a,COc1ccc(Nc2nc(Nc3cc(OC)c(OCCOCCF)c(OC)c3)ncc2Br)cc1,28109944,ICR mouse,female,23.0,10.0,0.51,1.68,1.01,1.8,2.18,1.71,1.37,1.59,0.2,2.21,0.5,,2.58,,,44738,10.1016/j.ejmech.2017.01.015
44751-18FFEAnGA-Me,COC(=O)C1OC(Oc2ccc(COC(=O)NCCF)cc2[N+](=O)[O-])C(O)C(O)C1O,22445742,Wistar rat,male,220.0,232.2,,,0.13,0.97,0.05,3.13,0.08,0.17,0.26,0.05,,,0.16,,0.15,44751,10.1016/j.nucmedbio.2012.02.002
44751-18FFEAnGA,O=C(NCCF)OCc1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)c([N+](=O)[O-])c1,22445742,Wistar rat,male,220.0,338.0,,,0.16,0.34,0.12,1.03,0.04,0.14,0.22,0.05,,,0.14,,0.11,44751,10.1016/j.nucmedbio.2012.02.002
44762-18F-5,N=C(N)Nc1ccc(CC(NC(=O)OCCCc2cn(CCOCCOCCOCCNC(=O)c3ccc(F)cc3)nn2)P(=O)(Oc2ccccc2)Oc2ccccc2)cc1,24768145,CD-1 mouse,female,36.0,99.9,,,,,,,,,,,,,,,,44762,10.1016/j.nucmedbio.2014.03.019
44771-18F5,O=C(ON1C(=O)CCC1=O)c1ccc(F)cc1,26169882,Nu/nu mouse,,25.0,27.5,,,0.1,0.45,0.34,18.12,0.11,0.82,,0.19,,,0.31,,,44771,10.1016/j.nucmedbio.2015.06.003
48287-D-18FFAMT,C[C@](N)(Cc1ccc(O)c(F)c1)C(=O)O,27393689,Nu/nu mouse,,,,,,0.27,0.58,,1.39,0.42,,0.33,,0.01,,,,2.24,48287,10.1007/s11307-016-0981-6
48287-L-18FFAMT,C[C@@](N)(Cc1ccc(O)c(F)c1)C(=O)O,27393689,Nu/nu mouse,,,,,,0.92,1.11,,25.23,1.36,,0.91,,0.6,,,,8.61,48287,10.1007/s11307-016-0981-6
48289-18FT807,Fc1ccc(-c2ccc3c(c2)[nH]c2ccncc23)cn1,27030397,NMRI mouse,male,35.0,24.3,-0.82,0.31,0.7,4.2,0.9,3.6,3.5,1.3,,9.2,,,0.8,,1.2,48289,10.1177/1536012115624920
48289-18FT808,FCCC1CCN(c2ccn3c(n2)nc2ccccc23)CC1,27030397,NMRI mouse,male,35.0,24.3,-0.41,0.4,0.6,18.1,2.1,13.0,0.5,3.1,,0.1,,,1.0,,1.5,48289,10.1177/1536012115624920
48290-125I-c(RGDyK),N=C(N)NCCC[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2ccc(O)c(I)c2)NC(=O)[C@H](CC(=O)O)NC(=O)CNC1=O,29863067,BALB/c mouse,female,17.0,1.08,-1.53,0.08,0.37,2.88,1.39,9.99,0.93,2.19,1.67,1.93,0.68,,0.68,,0.44,48290,10.1248/cpb.c18-00081
48290-125I-SIB-c(RGDfK),N=C(N)NCCC[C@@H]1NC(=O)[C@H](CCCCNC(=O)c2cccc(I)c2)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CC(=O)O)NC(=O)CNC1=O,29863067,BALB/c mouse,female,17.0,0.46,-1.64,0.13,0.67,2.85,0.34,2.16,0.69,1.22,29.08,1.19,1.03,,1.03,,0.93,48290,10.1248/cpb.c18-00081
48290-125I-SIB-EG2-c(RGDfK),N=C(N)NCCC[C@@H]1NC(=O)[C@H](CCCCNC(=O)COCCOCCNC(=O)c2cccc(I)c2)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CC(=O)O)NC(=O)CNC1=O,29863067,BALB/c mouse,female,17.0,0.38,-2.34,0.19,1.97,3.64,1.89,2.95,1.15,1.11,10.85,1.24,1.2,,0.81,,1.83,48290,10.1248/cpb.c18-00081
48290-77Br-c(RGDyK),N=C(N)NCCC[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2ccc(O)c(Br)c2)NC(=O)[C@H](CC(=O)O)NC(=O)CNC1=O,29863067,BALB/c mouse,female,17.0,1.51,-1.67,0.07,0.37,2.57,1.17,10.46,1.33,1.97,1.48,1.67,0.27,,0.54,,0.54,48290,10.1248/cpb.c18-00081
48290-77Br-SBrB-c(RGDfK),N=C(N)NCCC[C@@H]1NC(=O)[C@H](CCCCNC(=O)c2cccc(Br)c2)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CC(=O)O)NC(=O)CNC1=O,29863067,BALB/c mouse,female,17.0,0.73,-0.22,0.56,0.7,3.93,0.59,1.74,0.5,1.42,30.64,1.19,0.67,,0.8,,1.04,48290,10.1248/cpb.c18-00081
48290-77Br-SBrB-EG2-c(RGDfK),N=C(N)NCCC[C@@H]1NC(=O)[C@H](CCCCNC(=O)COCCOCCNC(=O)c2cccc(Br)c2)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CC(=O)O)NC(=O)CNC1=O,29863067,BALB/c mouse,female,17.0,0.4,-1.78,0.28,1.66,4.16,1.49,3.1,1.33,0.91,11.7,0.84,0.7,,0.6,,1.43,48290,10.1248/cpb.c18-00081
48295-18F15,O=C1c2cc(N3CCN4CCC3CC4)ccc2-c2cccc(F)c21,30296684,Kunming mouse,female,30.0,10.0,2.08,5.46,0.68,9.74,7.64,4.85,1.79,4.08,,7.27,,,2.19,,,48295,10.1016/j.ejmech.2018.09.064
48302-11C5,COc1ncccc1-c1cccc2c(N)c3c(nc12)CN(C1CCC1)C3=O,22717238,SD rat,male,250.0,1000.0,0.75,0.17,0.08,,,,,,,,,,,,,48302,10.1016/j.bmc.2012.05.046
48303-18F-FPABZA,CCN(CC)CCNC(=O)c1ccc(NC(=O)c2ccc(F)cn2)cc1OC,34208566,C57BL/6 mouse,male,25.0,300.0,-0.89,0.39,0.95,1.63,1.82,3.78,0.71,3.16,3.77,1.4,1.78,,1.0,,1.93,48303,10.3390/ijms22126432
48305-11CMeAIB,CC(C)(CN)C(=O)O,30334568,BALB/c mouse,male,19.0,324.0,,,,,,,,,,,,,,,,48305,10.3892/ijo.2018.4596
48305-3-11CAIB,CC(C)(N)C(=O)O,30334568,BALB/c mouse,male,19.0,324.0,,,,,,,,,,,,,,,,48305,10.3892/ijo.2018.4596
48309-18F1b,COc1ccc([P+](Cc2ccc(CF)cc2)(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1,28288383,Kunming mouse,female,19.0,5.0,,,0.97,2.3,6.58,62.62,5.37,11.66,,53.48,,,21.68,,,48309,10.1016/j.nucmedbio.2017.02.002
48309-18F2b,COc1ccccc1[P+](Cc1ccc(CF)cc1)(c1ccccc1OC)c1ccccc1OC,28288383,Kunming mouse,female,19.0,5.0,,,0.53,1.3,3.2,43.47,4.06,5.45,,18.22,,,20.06,,,48309,10.1016/j.nucmedbio.2017.02.002
48309-18F3b,COc1cccc([P+](Cc2ccc(CF)cc2)(c2cccc(OC)c2)c2cccc(OC)c2)c1,28288383,Kunming mouse,female,19.0,5.0,,,0.31,1.06,4.08,29.43,3.73,3.82,,19.22,,,15.65,,,48309,10.1016/j.nucmedbio.2017.02.002
48329-18F1,CN(C)Cc1cc(OCCOCCF)ccc1Sc1ccccc1N,30096380,SD rat,male,205.0,55.14,0.87,0.81,0.34,0.3,2.6,1.1,0.12,1.11,,0.22,,,0.25,,0.22,48329,10.1016/j.nucmedbio.2018.06.008
48329-18FFPBM,CN(C)Cc1cc(OCCCF)ccc1Sc1ccccc1N,30096380,SD rat,male,205.0,55.14,,0.83,,,,,,,,,,,,,,48329,10.1016/j.nucmedbio.2018.06.008
48341-18F FMISO,O=[N+]([O-])c1nccn1CC(O)CF,30676751,BALB/c mouse,female,18.0,240.0,0.09,3.79,3.46,7.92,5.95,6.2,3.8,3.6,,0.7,5.31,,5.61,,,48341,10.1021/acs.molpharmaceut.8b01131
48341-18F5,CC(F)C(=O)OCCn1ccnc1[N+](=O)[O-],30676751,BALB/c mouse,female,18.0,30.0,-0.36,6.09,8.69,6.57,7.29,5.55,5.84,6.17,,5.54,6.03,,8.61,,,48341,10.1021/acs.molpharmaceut.8b01131
48341-18F8,Cc1ncc([N+](=O)[O-])n1CCOC(=O)C(C)F,30676751,BALB/c mouse,female,18.0,30.0,-0.3,6.09,8.18,6.14,7.41,5.01,6.07,5.9,,6.4,5.71,,8.29,,,48341,10.1021/acs.molpharmaceut.8b01131
48341-2-18F FPA,CC(F)C(=O)O,30676751,BALB/c mouse,female,18.0,240.0,-0.35,5.63,7.95,5.71,7.3,5.11,7.13,5.67,,4.7,5.71,,8.42,,,48341,10.1021/acs.molpharmaceut.8b01131
